date,state_abbreviation,state_name,state_population,doses_distributed_cumulative,doses_administered_cumulative,new_doses_distributed,new_doses_administered,new_doses_distributed_7_day_avg,new_doses_administered_7_day_avg,percent_doses_administered,percent_doses_administered_7_day_avg
2021-03-02,KY,Kentucky,4467673,1418685,1061236,101360,14401,33901.43,29970.86,75,88
2021-03-02,OH,Ohio,11689100,3573485,2723208,271620,62364,87207.14,70639.43,76,81
2021-03-02,WV,West Virginia,1792147,644595,536534,39340,2481,18818.57,9413.00,83,50
2021-03-01,KY,Kentucky,4467673,1317325,1046835,0,26790,44467.86,29618.14,79,67
2021-03-01,OH,Ohio,11689100,3301865,2660844,0,61038,111870.00,66319.57,81,59
2021-03-01,WV,West Virginia,1792147,605255,534053,0,1758,17718.57,9780.00,88,55
2021-02-28,KY,Kentucky,4467673,1317325,1020045,0,39318,44467.86,28005.43,77,63
2021-02-28,OH,Ohio,11689100,3301865,2599806,0,97952,111870.00,65588.29,79,59
2021-02-28,WV,West Virginia,1792147,605255,532295,0,6236,17718.57,9826.00,88,55
2021-02-27,KY,Kentucky,4467673,1317325,980727,11600,35559,45582.14,26253.57,74,58
2021-02-27,OH,Ohio,11689100,3301865,2501854,19610,88690,113959.29,62122.71,76,55
2021-02-27,WV,West Virginia,1792147,605255,526059,34100,24146,17718.57,9710.29,87,55
2021-02-26,KY,Kentucky,4467673,1305725,945168,75260,37332,43925.00,23722.71,72,54
2021-02-26,OH,Ohio,11689100,3282255,2413164,43870,61582,111157.86,59061.14,74,53
2021-02-26,WV,West Virginia,1792147,571155,501913,2900,16378,12847.14,8757.00,88,68
2021-02-25,KY,Kentucky,4467673,1230465,907836,25880,32996,39980.71,25952.57,74,65
2021-02-25,OH,Ohio,11689100,3238385,2351582,207680,63454,119476.43,70021.14,73,59
2021-02-25,WV,West Virginia,1792147,568255,485535,12120,11058,18107.86,11714.71,85,65
2021-02-24,KY,Kentucky,4467673,1204585,874840,23210,23400,41858.57,22140.43,73,53
2021-02-24,OH,Ohio,11689100,3030705,2288128,67670,59396,93847.14,66135.71,75,70
2021-02-24,WV,West Virginia,1792147,556135,474477,43270,3834,16376.43,11209.71,85,68
2021-02-23,KY,Kentucky,4467673,1181375,851440,175325,11932,39657.14,19978.86,72,50
2021-02-23,OH,Ohio,11689100,2963035,2228732,444260,32125,87522.86,61964.29,75,71
2021-02-23,WV,West Virginia,1792147,512865,470643,31640,5050,11866.43,11000.00,92,93
2021-02-22,KY,Kentucky,4467673,1006050,839508,0,15501,16278.57,20078.14,83,123
2021-02-22,OH,Ohio,11689100,2518775,2196607,0,55919,29096.43,62463.57,87,215
2021-02-22,WV,West Virginia,1792147,481225,465593,0,2080,11660.71,11012.14,97,94
2021-02-21,KY,Kentucky,4467673,1006050,824007,7800,27055,16278.57,20748.43,82,127
2021-02-21,OH,Ohio,11689100,2518775,2140688,14625,73693,29096.43,64109.00,85,220
2021-02-21,WV,West Virginia,1792147,481225,463513,0,5426,12232.14,10990.00,96,90
2021-02-20,KY,Kentucky,4467673,998250,796952,0,17843,15164.29,21020.29,80,139
2021-02-20,OH,Ohio,11689100,2504150,2066995,0,67259,27007.14,64834.57,83,240
2021-02-20,WV,West Virginia,1792147,481225,458087,0,17473,12232.14,11710.57,95,96
2021-02-19,KY,Kentucky,4467673,998250,779109,47650,52941,16550.00,20370.14,78,123
2021-02-19,OH,Ohio,11689100,2504150,1999736,102100,138302,30071.43,65606.43,80,218
2021-02-19,WV,West Virginia,1792147,481225,440614,39725,37082,13360.71,12741.00,92,95
2021-02-18,KY,Kentucky,4467673,950600,726168,39025,6311,9771.43,16852.86,76,172
2021-02-18,OH,Ohio,11689100,2402050,1861434,28275,36256,15485.71,57465.71,77,371
2021-02-18,WV,West Virginia,1792147,441500,403532,0,7523,7728.57,8964.57,91,116
2021-02-17,KY,Kentucky,4467673,911575,719857,7800,8269,10167.86,19272.86,79,190
2021-02-17,OH,Ohio,11689100,2373775,1825178,23400,30196,31800.00,59820.14,77,188
2021-02-17,WV,West Virginia,1792147,441500,396009,11700,2366,8728.57,9061.71,90,104
2021-02-16,KY,Kentucky,4467673,903775,711588,11675,12627,10710.71,20418.57,79,191
2021-02-16,OH,Ohio,11689100,2350375,1794982,35275,35620,39964.29,60179.14,76,151
2021-02-16,WV,West Virginia,1792147,429800,393643,30200,5135,7057.14,9461.29,92,134
2021-02-15,KY,Kentucky,4467673,892100,698961,0,20193,20728.57,19182.71,78,93
2021-02-15,OH,Ohio,11689100,2315100,1759362,0,67437,59050.00,59006.00,76,100
2021-02-15,WV,West Virginia,1792147,399600,388508,4000,1925,6085.71,9303.00,97,153
2021-02-14,KY,Kentucky,4467673,892100,678768,0,28958,20728.57,18632.29,76,90
2021-02-14,OH,Ohio,11689100,2315100,1691925,0,78772,59050.00,56851.43,73,96
2021-02-14,WV,West Virginia,1792147,395600,386583,0,10470,5514.29,9219.57,98,167
2021-02-13,KY,Kentucky,4467673,892100,649810,9700,13292,20728.57,18948.86,73,91
2021-02-13,OH,Ohio,11689100,2315100,1613153,21450,72662,59050.00,52952.29,70,90
2021-02-13,WV,West Virginia,1792147,395600,376113,7900,24686,5514.29,8749.00,95,159
2021-02-12,KY,Kentucky,4467673,882400,636518,200,28320,19342.86,21820.14,72,113
2021-02-12,OH,Ohio,11689100,2293650,1540491,0,81317,55985.71,51893.43,67,93
2021-02-12,WV,West Virginia,1792147,387700,351427,300,10647,8442.86,8515.43,91,101
2021-02-11,KY,Kentucky,4467673,882200,608198,41800,23251,19385.71,21773.57,69,112
2021-02-11,OH,Ohio,11689100,2293650,1459174,142475,52737,56264.29,47298.86,64,84
2021-02-11,WV,West Virginia,1792147,387400,340780,7000,8203,8400.00,9146.71,88,109
2021-02-10,KY,Kentucky,4467673,840400,584947,11600,16289,17314.29,21363.86,70,123
2021-02-10,OH,Ohio,11689100,2151175,1406437,80550,32709,48450.00,45863.71,65,95
2021-02-10,WV,West Virginia,1792147,380400,332577,0,5163,7400.00,9216.00,87,125
2021-02-09,KY,Kentucky,4467673,828800,568658,81800,3976,20585.71,21299.43,69,103
2021-02-09,OH,Ohio,11689100,2070625,1373728,168875,27408,50392.86,46941.29,66,93
2021-02-09,WV,West Virginia,1792147,380400,327414,23400,4027,7900.00,9029.86,86,114
2021-02-08,KY,Kentucky,4467673,747000,564682,0,16340,13835.71,21305.29,76,154
2021-02-08,OH,Ohio,11689100,1901750,1346320,0,52355,49692.86,48813.71,71,98
2021-02-08,WV,West Virginia,1792147,357000,323387,0,1341,7400.00,9008.86,91,122
2021-02-07,KY,Kentucky,4467673,747000,548342,0,31174,13835.71,20519.57,73,148
2021-02-07,OH,Ohio,11689100,1901750,1293965,0,51478,49692.86,48564.57,68,98
2021-02-07,WV,West Virginia,1792147,357000,322046,0,7176,7400.00,8896.00,90,120
2021-02-06,KY,Kentucky,4467673,747000,517168,0,33391,13835.71,18738.14,69,135
2021-02-06,OH,Ohio,11689100,1901750,1242487,0,65250,49692.86,47354.71,65,95
2021-02-06,WV,West Virginia,1792147,357000,314870,28400,23051,7400.00,8352.71,88,113
2021-02-05,KY,Kentucky,4467673,747000,483777,500,27994,13850.00,16733.43,65,121
2021-02-05,OH,Ohio,11689100,1901750,1177237,1950,49155,49692.86,47734.00,62,96
2021-02-05,WV,West Virginia,1792147,328600,291819,0,15066,7171.43,7408.00,89,103
2021-02-04,KY,Kentucky,4467673,746500,455783,27300,20383,19350.00,16226.14,61,84
2021-02-04,OH,Ohio,11689100,1899800,1128082,87775,42691,52478.57,48316.14,59,92
2021-02-04,WV,West Virginia,1792147,328600,276753,0,8688,7171.43,7449.86,84,104
2021-02-03,KY,Kentucky,4467673,719200,435400,34500,15838,19100.00,16018.86,61,84
2021-02-03,OH,Ohio,11689100,1812025,1085391,94150,40252,43575.00,48448.86,60,111
2021-02-03,WV,West Virginia,1792147,328600,268065,3500,3860,7171.43,7591.29,82,106
2021-02-02,KY,Kentucky,4467673,684700,419562,34550,4017,18103.57,15338.57,61,85
2021-02-02,OH,Ohio,11689100,1717875,1045139,163975,40515,44417.86,48159.00,61,108
2021-02-02,WV,West Virginia,1792147,325100,264205,19900,3880,6671.43,7673.29,81,115
2021-02-01,KY,Kentucky,4467673,650150,415545,0,10840,25592.86,15440.43,64,60
2021-02-01,OH,Ohio,11689100,1553900,1004624,0,50611,45832.14,45571.71,65,99
2021-02-01,WV,West Virginia,1792147,305200,260325,0,551,8871.43,8047.57,85,91
2021-01-31,KY,Kentucky,4467673,650150,404705,0,18704,25592.86,15030.29,62,59
2021-01-31,OH,Ohio,11689100,1553900,954013,0,43009,45832.14,43844.14,61,96
2021-01-31,WV,West Virginia,1792147,305200,259774,0,3373,8871.43,8127.29,85,92
2021-01-30,KY,Kentucky,4467673,650150,386001,100,19358,25592.86,16434.43,59,64
2021-01-30,OH,Ohio,11689100,1553900,911004,0,67905,45832.14,45154.29,59,99
2021-01-30,WV,West Virginia,1792147,305200,256401,26800,16438,8871.43,8793.86,84,99
2021-01-29,KY,Kentucky,4467673,650050,366643,39000,24443,26192.86,16071.29,56,61
2021-01-29,OH,Ohio,11689100,1553900,843099,21450,53230,47382.14,42514.29,54,90
2021-01-29,WV,West Virginia,1792147,278400,239963,0,15359,6657.14,8457.29,86,127
2021-01-28,KY,Kentucky,4467673,611050,342200,25550,18932,22982.14,15293.86,56,67
2021-01-28,OH,Ohio,11689100,1532450,789869,25450,43620,58592.86,43198.29,52,74
2021-01-28,WV,West Virginia,1792147,278400,224604,0,9678,6657.14,8150.86,81,122
2021-01-27,KY,Kentucky,4467673,585500,323268,27525,11076,20167.86,14188.86,55,70
2021-01-27,OH,Ohio,11689100,1507000,746249,100050,38223,55403.57,36966.86,50,67
2021-01-27,WV,West Virginia,1792147,278400,214926,0,4434,6657.14,8043.57,77,121
2021-01-26,KY,Kentucky,4467673,557975,312192,86975,4730,31503.57,13736.14,56,44
2021-01-26,OH,Ohio,11689100,1406950,708026,173875,22404,62671.43,33706.00,50,54
2021-01-26,WV,West Virginia,1792147,278400,210492,35300,6500,10417.86,8262.14,76,79
2021-01-25,KY,Kentucky,4467673,471000,307462,0,7969,19078.57,18959.14,65,99
2021-01-25,OH,Ohio,11689100,1233075,685622,0,38518,37832.14,44313.43,56,117
2021-01-25,WV,West Virginia,1792147,243100,203992,0,1109,5375.00,9969.29,84,185
2021-01-24,KY,Kentucky,4467673,471000,299493,0,28533,19078.57,17820.71,64,93
2021-01-24,OH,Ohio,11689100,1233075,647104,0,52180,37832.14,38810.86,52,103
2021-01-24,WV,West Virginia,1792147,243100,202883,0,8039,5375.00,9810.86,83,183
2021-01-23,KY,Kentucky,4467673,471000,270960,4300,16816,19078.57,13744.57,58,72
2021-01-23,OH,Ohio,11689100,1233075,594924,10850,49425,37832.14,31356.57,48,83
2021-01-23,WV,West Virginia,1792147,243100,194844,11300,14082,5375.00,8662.43,80,161
2021-01-22,KY,Kentucky,4467673,466700,254144,16525,19001,18464.29,11342.29,54,61
2021-01-22,OH,Ohio,11689100,1222225,545499,99925,58018,36282.14,24295.86,45,67
2021-01-22,WV,West Virginia,1792147,231800,180762,0,13214,3760.71,6650.71,78,177
2021-01-21,KY,Kentucky,4467673,450175,235143,5850,11197,16828.57,11361.43,52,68
2021-01-21,OH,Ohio,11689100,1122300,487481,3125,0,22121.43,19865.29,43,90
2021-01-21,WV,West Virginia,1792147,231800,167548,0,8927,10117.86,6984.00,72,69
2021-01-20,KY,Kentucky,4467673,444325,223946,106875,7907,16410.71,11644.29,50,71
2021-01-20,OH,Ohio,11689100,1119175,487481,150925,15397,23067.86,22594.71,44,98
2021-01-20,WV,West Virginia,1792147,231800,158621,26325,5964,10117.86,6844.57,68,68
2021-01-19,KY,Kentucky,4467673,337450,216039,0,41291,1142.86,11989.29,64,1049
2021-01-19,OH,Ohio,11689100,968250,472084,0,96656,14600.00,22884.86,49,157
2021-01-19,WV,West Virginia,1792147,205475,152657,0,18450,6357.14,7046.71,74,111
2021-01-18,KY,Kentucky,4467673,337450,174748,0,0,1142.86,6090.57,52,533
2021-01-18,OH,Ohio,11689100,968250,375428,0,0,31000.00,10272.29,39,33
2021-01-18,WV,West Virginia,1792147,205475,134207,0,0,6357.14,5410.00,65,85
2021-01-17,KY,Kentucky,4467673,337450,174748,0,0,9957.14,11472.14,52,115
2021-01-17,OH,Ohio,11689100,968250,375428,0,0,45971.43,21714.86,39,47
2021-01-17,WV,West Virginia,1792147,205475,134207,0,0,11314.29,6713.14,65,59
2021-01-16,KY,Kentucky,4467673,337450,174748,0,0,9957.14,11472.14,52,115
2021-01-16,OH,Ohio,11689100,968250,375428,0,0,45971.43,21714.86,39,47
2021-01-16,WV,West Virginia,1792147,205475,134207,0,0,11314.29,6713.14,65,59
2021-01-15,KY,Kentucky,4467673,337450,174748,5075,19135,9957.14,11472.14,52,115
2021-01-15,OH,Ohio,11689100,968250,375428,800,27004,45971.43,21714.86,39,47
2021-01-15,WV,West Virginia,1792147,205475,134207,44500,15547,11314.29,6713.14,65,59
2021-01-14,KY,Kentucky,4467673,332375,155613,2925,13177,12575.00,8738.57,47,69
2021-01-14,OH,Ohio,11689100,967450,348424,9750,19106,55885.71,24677.57,36,44
2021-01-14,WV,West Virginia,1792147,160975,118660,0,7951,4957.14,6377.71,74,129
2021-01-13,KY,Kentucky,4467673,329450,142436,0,10322,22185.71,10680.43,43,48
2021-01-13,OH,Ohio,11689100,957700,329318,91650,17428,85414.29,21948.14,34,26
2021-01-13,WV,West Virginia,1792147,160975,110709,0,7379,4957.14,6936.43,69,140
2021-01-12,KY,Kentucky,4467673,329450,132114,0,0,22185.71,10100.86,40,46
2021-01-12,OH,Ohio,11689100,866050,311890,114800,8368,72321.43,21251.43,36,29
2021-01-12,WV,West Virginia,1792147,160975,103330,0,6993,4957.14,6666.57,64,134
2021-01-11,KY,Kentucky,4467673,329450,132114,61700,37671,24692.86,10207.29,40,41
2021-01-11,OH,Ohio,11689100,751250,303522,104800,80098,55935.71,20521.86,40,37
2021-01-11,WV,West Virginia,1792147,160975,96337,34700,9122,5235.71,6259.86,60,120
2021-01-10,KY,Kentucky,4467673,267750,94443,0,0,38250.00,13491.86,35,35
2021-01-10,OH,Ohio,11689100,646450,223424,0,0,92350.00,31917.71,35,35
2021-01-10,WV,West Virginia,1792147,126275,87215,0,0,18039.29,12459.29,69,69
2021-01-09,KY,Kentucky,4467673,267750,94443,0,0,,,35,
2021-01-09,OH,Ohio,11689100,646450,223424,0,0,,,35,
2021-01-09,WV,West Virginia,1792147,126275,87215,0,0,,,69,
2021-01-08,KY,Kentucky,4467673,267750,94443,23400,0,,,35,
2021-01-08,OH,Ohio,11689100,646450,223424,70200,47743,,,35,
2021-01-08,WV,West Virginia,1792147,126275,87215,0,13199,,,69,
2021-01-07,KY,Kentucky,4467673,244350,94443,70200,26770,,,39,
2021-01-07,OH,Ohio,11689100,576250,175681,216450,0,,,30,
2021-01-07,WV,West Virginia,1792147,126275,74016,0,11862,,,59,
2021-01-06,KY,Kentucky,4467673,174150,67673,0,6265,,,39,
2021-01-06,OH,Ohio,11689100,359800,175681,0,12551,,,49,
2021-01-06,WV,West Virginia,1792147,126275,62154,0,5490,,,49,
2021-01-05,KY,Kentucky,4467673,174150,61408,17550,745,,,35,
2021-01-05,OH,Ohio,11689100,359800,163130,100,3261,,,45,
2021-01-05,WV,West Virginia,1792147,126275,56664,1950,4146,,,45,
2021-01-04,KY,Kentucky,4467673,156600,60663,156600,60663,,,39,
2021-01-04,OH,Ohio,11689100,359700,159869,359700,159869,,,44,
2021-01-04,WV,West Virginia,1792147,124325,52518,124325,52518,,,42,
